Lake,Date,Cage,Species,HW,OWPL,I_F,
Fayetteville,11/13/2017,18,ENEX,5.5,4.4,F,
Fayetteville,11/13/2017,18,ENEX,5.3,2.8,F,
Fayetteville,11/13/2017,18,ENEX,5.9,4.7,F,
Fayetteville,11/13/2017,18,ENEX,5.3,2.3,F,
Fayetteville,11/13/2017,18,ENEX,5,2.8,F,
Fayetteville,11/13/2017,18,ENVE,6.5,5,F,
Fayetteville,11/13/2017,18,ENVE,6.3,4.5,F,
Fayetteville,11/13/2017,18,ENVE,5.8,3.5,F,
Fayetteville,11/13/2017,18,ENVE,6,4.7,F,
Fayetteville,11/13/2017,18,ENVE,6.1,4.7,F,
Fayetteville,11/13/2017,18,ENVE,6.5,4.2,F,
Fayetteville,11/13/2017,18,ENVE,7,5.1,F,
Fayetteville,11/13/2017,18,ENVE,5.5,2.8,F,
Fayetteville,11/13/2017,18,ENVE,6.7,4.9,F,
Fayetteville,11/13/2017,16,ENTR,5.5,3.2,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,16,ENTR,5.9,4.9,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,16,ENTR,6.2,4.3,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,16,ENTR,5.5,2.5,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,16,ENTR,5.6,4.9,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,16,ENVE,5.8,3.3,F,
Fayetteville,11/13/2017,16,ENVE,6.6,4.3,F,
Fayetteville,11/13/2017,16,ENVE,5.4,3.3,F,
Fayetteville,11/13/2017,16,ENVE,6.8,4.6,F,
Fayetteville,11/13/2017,16,ENVE,6.8,5.2,F,
Fayetteville,11/13/2017,16,ENVE,5.4,2.8,F,
Fayetteville,11/13/2017,16,ENVE,6.9,4.5,F,
Fayetteville,11/13/2017,16,ENVE,6.6,4.8,F,
Fayetteville,11/13/2017,16,ENVE,5.2,2.7,F,
Fayetteville,11/13/2017,16,ENVE,5.5,3,F,
Fayetteville,11/13/2017,16,ENVE,6.7,5,F,
Fayetteville,11/13/2017,16,ENVE,4.6,2.7,F,
Fayetteville,11/13/2017,16,ENVE,5.8,3.1,F,
Fayetteville,11/13/2017,16,ENVE,6.7,5.1,F,
Fayetteville,11/13/2017,13,ENVE,6.1,3.6,F,
Fayetteville,11/13/2017,13,ENVE,7.2,5.3,F,
Fayetteville,11/13/2017,13,ENVE,6.5,5.2,F,
Fayetteville,11/13/2017,13,ENEX,6.5,4.4,F,
Fayetteville,11/13/2017,13,ENEX,5.3,2.6,F,
Fayetteville,11/13/2017,13,ENEX,5.3,2.6,F,
Fayetteville,11/13/2017,13,ENEX,6.1,4.5,F,
Fayetteville,11/13/2017,13,ENEX,5.5,2.5,F,
Fayetteville,11/13/2017,13,ENEX,6,4.8,F,
Fayetteville,11/13/2017,13,ENEX,4.9,2.7,F,
Fayetteville,11/13/2017,13,ENEX,5.1,2.7,F,
Fayetteville,11/13/2017,13,ENEX,6.6,4.9,F,
Fayetteville,11/13/2017,5,ENTR,5,2.7,F,
Fayetteville,11/13/2017,5,ENTR,6.4,4.5,F,
Fayetteville,11/13/2017,5,ENTR,6.7,5,F,
Fayetteville,11/13/2017,5,ENTR,4.9,2,F,
Fayetteville,11/13/2017,5,ENTR,3.8,1,F,
Fayetteville,11/13/2017,5,ENTR,5.5,2.4,F,
Fayetteville,11/13/2017,5,ENTR,6.3,4.7,F,
Fayetteville,11/13/2017,5,ENTR,4.8,2.5,F,
Fayetteville,11/13/2017,5,ENTR,6.4,4.8,F,
Fayetteville,11/13/2017,5,ENVE,6.8,5,F,
Fayetteville,11/13/2017,5,ENVE,6.5,5.2,F,
Fayetteville,11/13/2017,5,ENVE,5.8,2.9,F,
Fayetteville,11/13/2017,5,ENVE,6.1,4.9,F,
Fayetteville,11/13/2017,13,ENEX,5.2,3.1,F,
Fayetteville,11/13/2017,13,ENEX,6.4,4.5,F,
Fayetteville,11/13/2017,13,ENEX,4.6,2.5,F,
Fayetteville,11/13/2017,13,ENEX,6.2,4.6,F,
Fayetteville,11/13/2017,13,ENEX,5.4,2.6,F,
Fayetteville,11/13/2017,5,ENTR,6.5,4.5,F,
Fayetteville,11/13/2017,5,ENTR,6.2,4,F,
Fayetteville,11/13/2017,5,ENTR,6.6,4.4,F,
Fayetteville,11/13/2017,21,ENVE,6.5,4.5,F,
Fayetteville,11/13/2017,21,ENVE,6.9,5.3,F,
Fayetteville,11/13/2017,21,ENVE,7.1,5.2,F,
Fayetteville,11/13/2017,21,ENVE,6.7,4.4,F,
Fayetteville,11/13/2017,21,ENVE,7,4.6,F,
Fayetteville,11/13/2017,21,ENTR,6.4,4.6,F,
Fayetteville,11/13/2017,21,ENTR,5.4,3,F,
Fayetteville,11/13/2017,21,ENTR,5.1,2.6,F,
Fayetteville,11/13/2017,21,ENTR,6.6,5.2,F,
Fayetteville,11/13/2017,21,ENTR,5,2.6,F,
Fayetteville,11/13/2017,21,ENTR,6.3,4.3,F,
Fayetteville,11/13/2017,21,ENTR,6.2,5.1,F,
Fayetteville,11/13/2017,21,ENTR,6.9,5,F,
Fayetteville,11/13/2017,21,ENTR,6.3,3.2,F,
Fayetteville,11/13/2017,21,ENTR,6,4.9,F,
Fayetteville,11/13/2017,21,ENTR,5.9,4.9,F,
Fayetteville,11/13/2017,24,ENEX,5.1,2.7,F,
Fayetteville,11/13/2017,24,ENEX,4.8,2.8,F,
Fayetteville,11/13/2017,24,ENEX,5.2,3,F,
Fayetteville,11/13/2017,24,ENEX,5.5,3,F,
Fayetteville,11/13/2017,24,ENEX,6.5,4.5,F,
Fayetteville,11/13/2017,24,ENEX,6,4.5,F,
Fayetteville,11/13/2017,24,ENEX,5.1,2.3,F,
Fayetteville,11/13/2017,24,ENEX,6.7,4.7,F,
Fayetteville,11/13/2017,24,ENEX,6.6,4.7,F,
Fayetteville,11/13/2017,24,ENEX,6.4,4.3,F,
Fayetteville,11/13/2017,24,ENEX,6.7,5,F,
Fayetteville,11/13/2017,24,ENEX,5.4,2.8,F,
Fayetteville,11/13/2017,24,ENVE,7,5,F,
Fayetteville,11/13/2017,24,ENVE,6.3,4.9,F,
Fayetteville,11/13/2017,24,ENVE,6.5,4.6,F,
Fayetteville,11/13/2017,24,ENVE,6.8,4.9,F,
Fayetteville,11/13/2017,24,ENVE,6.9,4.8,F,
Fayetteville,11/13/2017,2,ENTR,6.8,4.9,F,
Fayetteville,11/13/2017,2,ENTR,6.6,5.5,F,
Fayetteville,11/13/2017,2,ENTR,5.3,2.7,F,
Fayetteville,11/13/2017,2,ENEX,5.2,2.4,F,
Fayetteville,11/13/2017,2,ENEX,5.4,2.8,F,
Fayetteville,11/13/2017,2,ENEX,6.6,4.5,F,
Fayetteville,11/13/2017,2,ENEX,5.6,2.8,F,
Fayetteville,11/13/2017,2,ENEX,6.4,4.5,F,
Fayetteville,11/13/2017,2,ENEX,6.6,4.6,F,
Fayetteville,11/13/2017,2,ENEX,5.3,2.5,F,
Fayetteville,11/13/2017,2,ENEX,5.2,2.5,F,
Fayetteville,11/13/2017,2,ENEX,6.4,4.7,F,
Fayetteville,11/13/2017,2,ENEX,6.4,4.5,F,
Fayetteville,11/13/2017,2,ENEX,6.1,5,F,
Fayetteville,11/13/2017,2,ENEX,6.2,4.5,F,
Fayetteville,11/13/2017,2,ENEX,6,4.7,F,
Fayetteville,11/13/2017,7,ENEX,5,3.1,F,
Fayetteville,11/13/2017,7,ENEX,6.7,4.8,F,
Fayetteville,11/13/2017,7,ENEX,5.2,2.6,F,
Fayetteville,11/13/2017,7,ENEX,5.3,2.4,F,
Fayetteville,11/13/2017,7,ENEX,6.5,4.8,F,
Fayetteville,11/13/2017,7,ENTR,6.5,5.4,F,
Fayetteville,11/13/2017,7,ENTR,6.4,5,F,
Fayetteville,11/13/2017,7,ENTR,6.1,4.6,F,
Fayetteville,11/13/2017,7,ENTR,6.2,4.7,F,
Fayetteville,11/13/2017,7,ENTR,5.3,2.6,F,
Fayetteville,11/13/2017,7,ENTR,6.1,4.6,F,
Fayetteville,11/13/2017,7,ENTR,4.7,2.4,F,
Fayetteville,11/13/2017,7,ENTR,5.2,2.7,F,
Fayetteville,11/13/2017,7,ENTR,4,1.7,F,
Fayetteville,11/13/2017,7,ENTR,6.8,5.1,F,
Fayetteville,11/13/2017,7,ENTR,6.8,5,F,
Fayetteville,11/13/2017,7,ENTR,6.6,4.7,F,
Fayetteville,11/13/2017,7,ENTR,6.7,4.9,F,
Fayetteville,11/13/2017,20,ENVE,6.7,4.6,F,
Fayetteville,11/13/2017,20,ENVE,6.7,4.8,F,
Fayetteville,11/13/2017,20,ENVE,7,5.4,F,
Fayetteville,11/13/2017,20,ENVE,6.6,5,F,
Fayetteville,11/13/2017,20,ENVE,7,5.2,F,
Fayetteville,11/13/2017,20,ENVE,6.7,4.6,F,
Fayetteville,11/13/2017,20,ENVE,5.8,3.4,F,
Fayetteville,11/13/2017,20,ENVE,6.8,4.8,F,
Fayetteville,11/13/2017,20,ENVE,6.9,5.2,F,
Fayetteville,11/13/2017,20,ENEX,5,2.3,F,
Fayetteville,11/13/2017,20,ENEX,6.3,4.7,F,
Fayetteville,11/13/2017,20,ENEX,5.9,5,F,
Fayetteville,11/13/2017,20,ENEX,5,2.6,F,
Fayetteville,11/13/2017,20,ENEX,6.2,4.9,F,
Fayetteville,11/13/2017,20,ENTR,6.7,4.8,Exclude,
Fayetteville,11/13/2017,17,ENEX,4.8,1.9,F,
Fayetteville,11/13/2017,17,ENEX,5.1,2.7,F,
Fayetteville,11/13/2017,17,ENEX,4.2,2.2,F,
Fayetteville,11/13/2017,17,ENEX,5.3,2.6,F,
Fayetteville,11/13/2017,17,ENEX,4.3,1.6,F,
Fayetteville,11/13/2017,17,ENTR,5,2.3,F,
Fayetteville,11/13/2017,17,ENTR,6.4,4.3,F,
Fayetteville,11/13/2017,17,ENTR,6.4,4.5,F,
Fayetteville,11/13/2017,17,ENTR,5.3,2.5,F,
Fayetteville,11/13/2017,17,ENTR,6.4,4.8,F,
Fayetteville,11/13/2017,17,ENTR,4.9,2.2,F,
Fayetteville,11/13/2017,17,ENTR,6.1,4.8,F,
Fayetteville,11/13/2017,17,ENTR,5.4,3,F,
Fayetteville,11/13/2017,17,ENTR,5.8,4.8,F,
Fayetteville,11/13/2017,25,ENTR,6.1,4.9,F,
Fayetteville,11/13/2017,25,ENTR,6.2,4.3,F,
Fayetteville,11/13/2017,25,ENTR,6.3,5.1,F,
Fayetteville,11/13/2017,25,ENTR,6.3,4.7,F,
Fayetteville,11/13/2017,25,ENTR,6.5,4.8,F,
Fayetteville,11/13/2017,25,ENEX,5.4,2.7,F,
Fayetteville,11/13/2017,25,ENEX,6.7,4.7,F,
Fayetteville,11/13/2017,25,ENEX,6.6,5,F,
Fayetteville,11/13/2017,25,ENEX,5.9,4.6,F,
Fayetteville,11/13/2017,25,ENEX,5.2,2.6,F,
Fayetteville,11/13/2017,25,ENEX,5.4,3.2,F,
Fayetteville,11/13/2017,25,ENEX,5.9,4.7,F,
Fayetteville,11/13/2017,25,ENEX,4.6,2.7,F,
Fayetteville,11/13/2017,25,ENEX,6.3,4.7,F,
Fayetteville,11/13/2017,1,ENVE,6.8,4.7,F,
Fayetteville,11/13/2017,1,ENVE,6.5,4.1,F,
Fayetteville,11/13/2017,1,ENVE,6.8,4.8,F,
Fayetteville,11/13/2017,1,ENVE,6.9,4.7,F,
Fayetteville,11/13/2017,1,ENVE,5.7,3.3,F,
Fayetteville,11/13/2017,1,ENEX,5.2,2.5,F,
Fayetteville,11/13/2017,1,ENEX,4.9,2.5,F,
Fayetteville,11/13/2017,1,ENEX,6.7,5.1,F,
Fayetteville,11/13/2017,1,ENEX,5.4,2.5,F,
Fayetteville,11/13/2017,1,ENEX,4.9,2.5,F,
Fayetteville,11/13/2017,1,ENEX,6.2,4.8,F,
Fayetteville,11/13/2017,1,ENEX,6.4,4.4,F,
Fayetteville,11/13/2017,1,ENEX,6.3,4.5,F,
Fayetteville,11/13/2017,1,ENEX,6.5,4.9,F,
Fayetteville,11/13/2017,1,ENEX,6,4.6,F,
Fayetteville,11/13/2017,4,ENTR,5.4,2.8,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,5.5,2.7,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,6.5,4.9,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,6.4,4.6,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,5.4,2.6,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,6,4.5,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,6.5,4.8,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,4.3,2.8,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,6.7,5,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,5.1,2.6,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,4.2,1.9,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENTR,5.8,4.7,F,Changed ENEX to ENTR
Fayetteville,11/13/2017,4,ENVE,5.5,2.7,F,
Fayetteville,11/13/2017,4,ENVE,6.7,4.7,F,
Fayetteville,11/13/2017,4,ENVE,5.6,2.6,F,
Fayetteville,11/13/2017,11,ENEX,6.6,4.3,F,
Fayetteville,11/13/2017,11,ENEX,6,5,F,
Fayetteville,11/13/2017,11,ENEX,6.6,4.9,F,
Fayetteville,11/13/2017,11,ENEX,5.4,2.8,F,
Fayetteville,11/13/2017,11,ENEX,6.5,5,F,
Fayetteville,11/13/2017,11,ENEX,6.3,4.2,F,
Fayetteville,11/13/2017,11,ENEX,6,3.9,F,
Fayetteville,11/13/2017,11,ENEX,5.2,2.5,F,
Fayetteville,11/13/2017,11,ENEX,4.9,2.8,F,
Fayetteville,11/13/2017,11,ENEX,6.4,4.8,F,
Fayetteville,11/13/2017,11,ENEX,6.6,4.5,F,
Fayetteville,11/13/2017,11,ENEX,5,2.9,F,
Fayetteville,11/13/2017,11,ENEX,6.3,5.1,F,
Fayetteville,11/13/2017,11,ENVE,6.6,5.1,F,
Fayetteville,11/13/2017,11,ENVE,6.1,5.1,F,
Fayetteville,11/13/2017,11,ENVE,7,5.1,F,
Fayetteville,11/13/2017,11,ENVE,6.6,5.2,F,
Fayetteville,11/13/2017,10,ENTR,5.1,2.3,F,
Fayetteville,11/13/2017,10,ENTR,6.5,4.7,F,
Fayetteville,11/13/2017,10,ENTR,6.4,4.8,F,
Fayetteville,11/13/2017,10,ENTR,6.3,4.4,F,
Fayetteville,11/13/2017,10,ENTR,5.5,3,F,
Fayetteville,11/13/2017,10,ENEX,6.6,4.5,F,
Fayetteville,11/13/2017,10,ENEX,5,2.6,F,
Fayetteville,11/13/2017,10,ENEX,6.5,3.9,F,
Fayetteville,11/13/2017,10,ENEX,5.9,3.7,F,
Fayetteville,11/13/2017,10,ENEX,5.4,2.8,F,
Fayetteville,11/13/2017,10,ENEX,6.2,4.6,F,
Fayetteville,11/13/2017,10,ENEX,6.4,4.5,F,
Fayetteville,11/13/2017,10,ENEX,6.4,4.5,F,
Fayetteville,11/13/2017,10,ENEX,5.6,4.8,F,
Fayetteville,11/13/2017,10,ENEX,5.6,4.7,F,
Fayetteville,11/13/2017,10,ENEX,5.1,2.6,F,
Fayetteville,11/13/2017,10,ENEX,5.9,4.4,F,
Fayetteville,11/13/2017,10,ENEX,6.5,4.7,F,
Fayetteville,11/13/2017,9,ENVE,6,3.4,F,
Fayetteville,11/13/2017,9,ENVE,6.7,4.9,F,
Fayetteville,11/13/2017,9,ENVE,6.9,4.9,F,
Fayetteville,11/13/2017,9,ENVE,6.4,4.9,F,
Fayetteville,11/13/2017,9,ENVE,6.6,5.1,F,
Fayetteville,11/13/2017,9,ENVE,6.6,4.1,F,
Fayetteville,11/13/2017,9,ENVE,5.3,3,F,
Fayetteville,11/13/2017,9,ENVE,6.5,5.2,F,
Fayetteville,11/13/2017,9,ENVE,6.3,4.5,F,
Fayetteville,11/13/2017,9,ENVE,7.2,5.2,F,
Fayetteville,11/13/2017,9,ENVE,5.9,3.2,F,
Fayetteville,11/13/2017,9,ENVE,6.6,4.6,F,
Fayetteville,11/13/2017,9,ENTR,6.6,4.5,F,
Fayetteville,11/13/2017,9,ENTR,5.5,3,F,
Fayetteville,11/13/2017,9,ENTR,5.5,3,F,
Fayetteville,11/13/2017,9,ENTR,6.5,4.4,F,
Fayetteville,11/13/2017,9,ENTR,5.5,2.6,F,
Fayetteville,11/13/2017,8,ENTR,5.1,2.8,F,
Fayetteville,11/13/2017,8,ENTR,7,5,F,
Fayetteville,11/13/2017,8,ENTR,6.7,4.5,F,
Fayetteville,11/13/2017,8,ENTR,6.9,4.5,F,
Fayetteville,11/13/2017,8,ENTR,5.4,2.5,F,
Fayetteville,11/13/2017,8,ENVE,6.9,4.6,F,
Fayetteville,11/13/2017,8,ENVE,5.7,3,F,
Fayetteville,11/13/2017,8,ENVE,7.2,5.4,F,
Fayetteville,11/13/2017,8,ENVE,6.5,5.1,F,
Fayetteville,11/13/2017,8,ENVE,7,5.4,F,
Fayetteville,11/13/2017,8,ENVE,6.1,3.9,F,
Fayetteville,11/13/2017,8,ENVE,7.1,5.2,F,
Fayetteville,11/13/2017,8,ENVE,5.2,2.6,F,
Fayetteville,11/13/2017,8,ENVE,7.3,5.6,F,
Fayetteville,11/13/2017,8,ENVE,6.1,3.6,F,
Fayetteville,11/13/2017,8,ENVE,6.6,5.8,F,
Fayetteville,11/13/2017,8,ENVE,5.6,3.2,F,
Fayetteville,11/13/2017,8,ENVE,6.7,5,F,
Fayetteville,11/13/2017,8,ENVE,5.8,3.2,F,
Fayetteville,11/13/2017,6,ENVE,6.5,4.8,F,
Fayetteville,11/13/2017,6,ENVE,6.7,5,F,
Fayetteville,11/13/2017,6,ENVE,6.5,4.9,F,
Fayetteville,11/13/2017,6,ENVE,6.7,4.7,F,
Fayetteville,11/13/2017,6,ENVE,6.3,5,F,
Fayetteville,11/13/2017,6,ENVE,6.7,5,F,
Fayetteville,11/13/2017,6,ENVE,7.2,5.2,F,
Fayetteville,11/13/2017,6,ENVE,7.2,5.5,F,
Fayetteville,11/13/2017,6,ENEX,5.4,2.9,F,
Fayetteville,11/13/2017,6,ENEX,5.4,2.5,F,
Fayetteville,11/13/2017,6,ENEX,5.3,3,F,
Fayetteville,11/13/2017,6,ENEX,6.3,4.9,F,
Fayetteville,11/13/2017,6,ENEX,5,2.6,F,
Fayetteville,11/13/2017,6,ENEX,6.8,4.5,F,
Fayetteville,11/13/2017,14,ENTR,5.5,2.6,F,
Fayetteville,11/13/2017,14,ENTR,6.6,4.8,F,
Fayetteville,11/13/2017,14,ENTR,6.6,4.7,F,
Fayetteville,11/13/2017,14,ENTR,6.5,4.7,F,
Fayetteville,11/13/2017,14,ENTR,5.3,2.8,F,
Fayetteville,11/13/2017,14,ENEX,6.7,4.6,F,
Fayetteville,11/13/2017,14,ENEX,5.4,2.6,F,
Fayetteville,11/13/2017,14,ENEX,6.3,4.6,F,
Fayetteville,11/13/2017,14,ENEX,4.9,2.8,F,
Fayetteville,11/13/2017,14,ENEX,5.9,3.3,F,
Fayetteville,11/13/2017,14,ENEX,5.1,2.5,F,
Fayetteville,11/13/2017,14,ENEX,5.1,2.7,F,
Fayetteville,11/13/2017,14,ENEX,6.2,4.4,F,
Fayetteville,11/13/2017,14,ENEX,5,2.6,F,
Fayetteville,11/13/2017,14,ENEX,4.7,2.7,F,
Fayetteville,11/13/2017,14,ENEX,5.8,3.1,F,
Fayetteville,11/13/2017,12,ENEX,6.5,4.8,F,
Fayetteville,11/13/2017,12,ENEX,5.1,2.3,F,
Fayetteville,11/13/2017,12,ENEX,4.6,1.6,F,
Fayetteville,11/13/2017,12,ENEX,6.3,5.1,F,
Fayetteville,11/13/2017,12,ENEX,6.2,4.5,F,
Fayetteville,11/13/2017,12,ENTR,5.2,2.4,F,
Fayetteville,11/13/2017,12,ENTR,5.4,2.3,F,
Fayetteville,11/13/2017,12,ENTR,4.7,2.2,F,
Fayetteville,11/13/2017,12,ENTR,6.3,4.8,F,
Fayetteville,11/13/2017,12,ENTR,5.3,3,F,
Fayetteville,11/13/2017,12,ENTR,6.5,4.6,F,
Fayetteville,11/13/2017,12,ENTR,6.1,4.6,F,
Fayetteville,11/13/2017,12,ENTR,6.5,4.8,F,
Fayetteville,11/13/2017,12,ENTR,6.5,4.8,F,
Fayetteville,11/13/2017,12,ENTR,5.2,2.3,F,
Fayetteville,11/13/2017,12,ENTR,6.5,4.8,F,
Fayetteville,11/13/2017,12,ENTR,6.7,5.1,F,
Fayetteville,11/13/2017,3,ENVE,5,2.5,F,
Fayetteville,11/13/2017,3,ENVE,5.6,3.3,F,
Fayetteville,11/13/2017,3,ENVE,6.4,5.1,F,
Fayetteville,11/13/2017,3,ENVE,5.7,3.4,F,
Fayetteville,11/13/2017,3,ENVE,6.7,4.8,F,
Fayetteville,11/13/2017,3,ENVE,5.7,3.2,F,
Fayetteville,11/13/2017,3,ENVE,6.6,4.5,F,
Fayetteville,11/13/2017,3,ENVE,6.7,4.8,F,
Fayetteville,11/13/2017,3,ENVE,6.6,5,F,
Fayetteville,11/13/2017,3,ENVE,5.4,2.7,F,
Fayetteville,11/13/2017,3,ENEX,4.9,2.9,F,
Fayetteville,11/13/2017,3,ENEX,5.6,2.9,F,
Fayetteville,11/13/2017,3,ENEX,5.1,2.4,F,
Fayetteville,11/13/2017,15,ENEX,5.4,3.1,F,
Fayetteville,11/13/2017,15,ENEX,6.5,4.9,F,
Fayetteville,11/13/2017,15,ENEX,6.4,4.7,F,
Fayetteville,11/13/2017,15,ENEX,5,2.1,F,
Fayetteville,11/13/2017,15,ENEX,6.7,4.9,F,
Fayetteville,11/13/2017,15,ENTR,6.4,5.1,F,
Fayetteville,11/13/2017,15,ENTR,5.4,3,F,
Fayetteville,11/13/2017,15,ENTR,6.6,5,F,
Fayetteville,11/13/2017,15,ENTR,4.8,2.2,F,
Fayetteville,11/13/2017,15,ENTR,5.2,2.7,F,
Fayetteville,11/13/2017,15,ENTR,5.3,2.9,F,
Fayetteville,11/13/2017,15,ENTR,6.6,4.9,F,
Fayetteville,11/13/2017,15,ENTR,6.5,5,F,
Fayetteville,11/13/2017,15,ENTR,6.5,4.7,F,
Fayetteville,11/13/2017,15,ENTR,6.1,4.8,F,
Fayetteville,11/13/2017,15,ENTR,6.5,4.5,F,
Fayetteville,11/13/2017,15,ENTR,5.3,2.2,F,
Fayetteville,11/13/2017,15,ENTR,4.8,2.7,F,
Fayetteville,11/13/2017,23,ENTR,5.3,2.8,F,
Fayetteville,11/13/2017,23,ENTR,6.5,5,F,
Fayetteville,11/13/2017,23,ENTR,4.8,2,F,
Fayetteville,11/13/2017,23,ENVE,6.8,4.9,F,
Fayetteville,11/13/2017,23,ENVE,5.8,3.2,F,
Fayetteville,11/13/2017,23,ENVE,6.4,5.2,F,
Fayetteville,11/13/2017,23,ENVE,6.6,5,F,
Fayetteville,11/13/2017,23,ENVE,6.7,5.1,F,
Fayetteville,11/13/2017,23,ENVE,5.6,3.5,F,
Fayetteville,11/13/2017,23,ENVE,5.7,3.1,F,
Fayetteville,11/13/2017,23,ENVE,5.5,3,F,
Fayetteville,11/13/2017,19,ENVE,5.3,2.8,F,
Fayetteville,11/13/2017,19,ENVE,5.6,3,F,
Fayetteville,11/13/2017,19,ENVE,6.2,4.9,F,
Fayetteville,11/13/2017,19,ENVE,6.4,4.3,F,
Fayetteville,11/13/2017,19,ENTR,5,2.5,F,
Fayetteville,11/13/2017,19,ENTR,6.2,4.6,F,
Fayetteville,11/13/2017,19,ENTR,6.1,4.7,F,
Fayetteville,11/13/2017,19,ENTR,5.6,2.7,F,
Fayetteville,11/13/2017,19,ENTR,6.5,4.6,F,
Fayetteville,11/13/2017,19,ENTR,5.3,2.6,F,
Fayetteville,11/13/2017,19,ENTR,4.7,1.6,F,
Fayetteville,11/13/2017,19,ENTR,6.8,4.7,F,
Fayetteville,11/13/2017,19,ENTR,5.4,2.6,F,
Fayetteville,11/13/2017,19,ENTR,6.6,4.7,F,
Fayetteville,10/13/2017,NA,ENEX,5.2,2.9,I,
Fayetteville,10/13/2017,NA,ENEX,5.5,3.1,I,
Fayetteville,10/13/2017,NA,ENEX,5.5,3.1,I,
Fayetteville,10/13/2017,NA,ENEX,4.2,1.6,I,
Fayetteville,10/13/2017,NA,ENEX,4.4,1.5,I,
Fayetteville,10/13/2017,NA,ENEX,5.4,2.8,I,
Fayetteville,10/13/2017,NA,ENEX,5.6,2.8,I,
Fayetteville,10/13/2017,NA,ENEX,5.5,3,I,
Fayetteville,10/13/2017,NA,ENEX,6.4,4.3,I,
Fayetteville,10/13/2017,NA,ENEX,4.6,1.5,I,
Fayetteville,10/13/2017,NA,ENEX,5,2.5,I,
Fayetteville,10/13/2017,NA,ENEX,5.4,2.6,I,
Fayetteville,10/13/2017,NA,ENEX,5.3,2.8,I,
Fayetteville,10/13/2017,NA,ENEX,4.3,1.7,I,
Fayetteville,10/13/2017,NA,ENEX,5,2.7,I,
Fayetteville,10/13/2017,NA,ENEX,5.8,3.2,I,
Fayetteville,10/13/2017,NA,ENEX,5.5,2.8,I,
Fayetteville,10/13/2017,NA,ENEX,4.5,1.5,I,
Fayetteville,10/13/2017,NA,ENEX,5.2,2.7,I,
Fayetteville,10/13/2017,NA,ENEX,5.3,2.9,I,
Fayetteville,10/13/2017,NA,ENEX,4.7,1.6,I,
Fayetteville,10/13/2017,NA,ENEX,4.6,1.7,I,
Fayetteville,10/13/2017,NA,ENEX,5.4,2.7,I,
Fayetteville,10/13/2017,NA,ENEX,5.5,2.5,I,
Fayetteville,10/13/2017,NA,ENEX,4.4,1.6,I,
Fayetteville,10/13/2017,NA,ENEX,4.7,1.7,I,
Fayetteville,10/13/2017,NA,ENEX,4.5,1.4,I,
Fayetteville,10/13/2017,NA,ENEX,6.4,4.5,I,
Fayetteville,10/13/2017,NA,ENEX,4.5,1.7,I,
Fayetteville,10/13/2017,NA,ENVE,4.2,1.9,I,
Fayetteville,10/13/2017,NA,ENVE,5.6,3,I,
Fayetteville,10/13/2017,NA,ENVE,5.7,2.9,I,
Fayetteville,10/13/2017,NA,ENVE,4.6,1.6,I,
Fayetteville,10/13/2017,NA,ENVE,5.6,2.9,I,
Fayetteville,10/13/2017,NA,ENVE,5,2,I,
Fayetteville,10/13/2017,NA,ENVE,5.6,3.1,I,
Fayetteville,10/13/2017,NA,ENVE,5.6,3,I,
Fayetteville,10/13/2017,NA,ENVE,4.7,2.1,I,
Fayetteville,10/13/2017,NA,ENVE,5.3,2.8,I,
Fayetteville,10/13/2017,NA,ENVE,4.2,1.4,I,
Fayetteville,10/13/2017,NA,ENVE,4.7,1.8,I,
Fayetteville,10/13/2017,NA,ENVE,4.6,1.6,I,
Fayetteville,10/13/2017,NA,ENVE,5.5,3,I,
Fayetteville,10/13/2017,NA,ENVE,4.6,1.7,I,
Fayetteville,10/13/2017,NA,ENVE,3.8,1.1,I,
Fayetteville,10/13/2017,NA,ENVE,4.6,2,I,
Fayetteville,10/13/2017,NA,ENVE,4.6,2.7,I,
Fayetteville,10/13/2017,NA,ENVE,5.5,2.7,I,
Fayetteville,10/13/2017,NA,ENVE,4.9,1.9,I,
Fayetteville,10/13/2017,NA,ENVE,4.7,1.6,I,
Fayetteville,10/13/2017,NA,ENVE,4.3,1.3,I,
Fayetteville,10/13/2017,NA,ENVE,5.7,3.1,I,
Fayetteville,10/13/2017,NA,ENVE,4.8,1.8,I,
